11:19:06.0757,still,baseline,train,448602.031,513506.125,288239.875,482351.125,746632.875,-11380.973,236139.750,564674.938,-0.016,0.971,-0.211,0.000,0.000,0.000,100.000,1.000,1.000
11:19:06.0757,still,baseline,train,667719.938,83091.180,-21582.578,189432.203,669278.875,-463217.656,25822.883,344193.469,-0.021,0.984,-0.222,0.000,0.000,0.000,100.000,2.000,1.000
11:19:06.0757,still,baseline,train,-59478.801,325425.500,165232.234,172696.375,623370.938,-502282.250,68005.898,397402.500,-0.020,0.987,-0.227,0.000,0.000,0.000,100.000,3.000,1.000
11:19:06.0757,still,baseline,train,-302226.344,641469.062,386358.875,26891.207,606680.375,-232277.188,119297.438,625265.562,-0.023,0.988,-0.231,0.000,0.000,0.000,100.000,4.000,1.000
11:19:06.0784,still,baseline,train,-750000.125,651880.500,352940.062,-29250.299,687003.938,-170845.203,38379.199,688961.562,-0.025,0.990,-0.229,0.000,0.000,0.000,100.000,5.000,1.000
11:19:06.0784,still,baseline,train,-750000.125,750000.062,468263.156,59446.254,750000.062,298182.656,-110052.484,750000.062,-0.026,0.989,-0.229,-4.181,-4.639,6.104,100.000,6.000,1.000
11:19:06.0784,still,baseline,train,29895.371,750000.062,750000.062,596061.250,750000.062,750000.062,331409.594,750000.062,-0.024,0.988,-0.229,-3.387,-2.014,2.777,100.000,7.000,1.000
11:19:06.0784,still,baseline,train,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.026,0.990,-0.229,-2.777,-1.068,1.404,100.000,8.000,1.000
11:19:06.0800,still,baseline,train,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.026,0.989,-0.232,-2.594,-0.580,0.824,100.000,9.000,1.000
11:19:06.0800,still,baseline,train,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.027,0.988,-0.231,-2.594,-0.488,0.763,100.000,10.000,1.000
11:19:06.0800,still,baseline,train,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.026,0.986,-0.231,-2.533,-0.397,0.763,100.000,11.000,1.000
11:19:06.0800,still,baseline,train,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,750000.062,-0.024,0.985,-0.233,-2.502,-0.397,0.702,100.000,12.000,1.000
11:19:06.0815,still,baseline,train,750000.062,707051.438,750000.062,750000.062,744092.938,750000.062,677330.250,721784.688,-0.025,0.986,-0.235,-2.441,-0.427,0.610,100.000,13.000,1.000
